employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure_in_months,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
13456300,59,Female,1,Education,3681,Good,High,Low,0,No,5,Bachelor's Degree,Single,0,Entry,Medium,46.0,No,No,No,Good,,Left
14904363,55,Female,1,Education,4871,Fair,Medium,High,2,Yes,75,PhD,Married,2,Entry,Medium,,Yes,No,No,Good,Yes,Stayed
12245731,24,Male,1,Education,3681,Poor,Very High,Average,1,Yes,39,PhD,Married,0,Mid,Medium,81.0,No,No,No,Fair,,Stayed
2344162,53,Female,16,Healthcare,7974,Poor,Medium,Low,1,No,7,High School,Married,4,Entry,Medium,59.0,No,No,No,Excellent,Yes,Left
10778227,24,Male,23,Healthcare,3681,Excellent,Medium,Average,1,No,75,PhD,Married,0,Mid,Small,46.0,No,No,No,Poor,,Left
1695613,24,Female,1,Technology,10944,Good,High,Below Aver,3,No,75,Bachelor's Degree,Divorced,1,Mid,Small,75.0,No,No,No,Excellent,,Stayed
6539065,59,Female,1,Education,9673,Excellent,Very High,Low,1,Yes,75,High School,Married,2,Senior,Medium,31.0,No,No,No,Fair,,Stayed
465787,36,Female,16,Technology,7602,Poor,High,Below Aver,1,No,59,High School,Married,0,Senior,Small,43.0,No,No,No,Good,,Stayed
7709986,30,Male,9,Healthcare,3681,Good,High,Average,0,Yes,20,High School,Divorced,0,Mid,Small,67.0,No,No,Yes,Fair,,Left
16296909,47,Female,40,Education,3728,Good,Medium,Low,2,Yes,75,PhD,Divorced,0,Entry,Medium,24.0,Yes,No,No,Fair,,Stayed
2176749,33,Female,18,Healthcare,3681,Fair,High,High,2,No,75,PhD,Married,4,Mid,Large,30.0,No,No,No,Poor,,Left
12106233,52,Male,1,Education,5668,Good,Medium,Low,0,No,75,Master's Degree,Single,0,Mid,Medium,87.0,,No,No,Fair,,Stayed
3789311,24,Male,1,Education,3681,Good,High,Average,3,No,75,High School,Single,0,Mid,Small,84.0,,No,No,Poor,,Stayed
11214677,59,Female,19,Education,11223,Poor,High,High,0,No,20,High School,Married,4,Entry,Medium,72.0,No,No,No,Excellent,Yes,Stayed
15369642,24,Female,13,Education,8997,Fair,Medium,Average,2,Yes,75,High School,Married,0,Entry,Medium,93.0,,No,No,Fair,,Stayed
12884580,24,Male,1,Education,11223,Good,Medium,Below Aver,0,No,49,Associate Degree,Married,0,Mid,Small,26.0,Yes,No,Yes,Excellent,,Left
14823646,32,Female,1,Education,3681,Good,High,High,0,No,75,Associate Degree,Married,0,Mid,Medium,60.0,No,No,No,Fair,,Stayed
5571361,55,Male,1,Education,4510,Fair,High,Low,0,Yes,75,High School,Married,1,Mid,Medium,58.0,No,No,No,Poor,,Left
3433224,59,Male,1,Education,4216,Excellent,High,Average,2,No,75,Associate Degree,Married,3,Mid,Small,33.0,No,No,No,Fair,Yes,Stayed
11025469,59,Male,1,Education,3681,Fair,High,Low,3,Yes,34,High School,Divorced,4,Mid,Medium,65.0,,No,Yes,Good,,Stayed
5597451,53,Male,1,Education,5084,Fair,High,Average,0,No,75,Master's Degree,Married,3,Entry,Medium,93.0,No,No,No,Excellent,,Stayed
3896613,45,Male,11,Media,9902,Poor,Very High,Average,0,No,55,High School,,0,Entry,Medium,,Yes,No,No,Good,,Left
13987641,24,Male,2,Media,3681,Fair,Medium,Low,2,No,47,High School,Married,0,Mid,Medium,68.0,Yes,No,No,Fair,,Stayed
8427748,50,Male,1,Finance,5724,Fair,High,High,2,Yes,27,Associate Degree,Married,3,Mid,Medium,46.0,No,No,No,Poor,,Stayed
2201029,35,Female,1,Healthcare,3681,Good,High,High,2,Yes,75,Associate Degree,Married,3,Entry,Small,21.0,No,No,No,Excellent,,Stayed
4361187,24,Male,6,Education,5005,Good,Medium,High,0,No,13,High School,Divorced,4,Entry,Medium,62.0,Yes,No,No,Good,,Stayed
1248305,45,Female,1,Education,3681,Poor,High,Low,3,Yes,75,Bachelor's Degree,,0,Entry,Medium,77.0,No,No,No,Good,,Stayed
10077475,59,Male,23,Technology,5495,Fair,Medium,High,1,Yes,75,Master's Degree,Married,4,Entry,Large,33.0,,No,No,Excellent,,Left
8533408,59,Female,14,Education,7767,Poor,High,High,0,Yes,65,High School,Single,4,Entry,Medium,77.0,No,No,No,Excellent,,Stayed
5438629,42,Female,24,Finance,8409,Good,Very High,Average,0,No,75,Master's Degree,Married,0,Entry,Large,42.0,,No,No,Fair,,Stayed
14985686,41,Male,39,Education,7629,Excellent,High,Below Aver,3,Yes,73,Bachelor's Degree,Single,3,Mid,Medium,75.0,,No,No,Excellent,,Left
3367068,53,Male,22,Media,3748,Fair,High,Average,3,No,58,PhD,Married,2,Mid,Medium,24.0,No,No,No,Fair,Yes,Stayed
10324,54,Male,29,Healthcare,11223,Good,High,Average,0,No,36,High School,Divorced,0,Mid,Large,28.0,No,No,No,Good,,Stayed
10977037,59,Female,1,Healthcare,9074,Excellent,Medium,Below Aver,1,No,75,High School,Married,0,Mid,Large,31.0,No,No,No,Fair,,Left
75351,44,Female,36,Education,3681,Good,Medium,Average,1,No,75,High School,Married,2,Entry,Medium,22.0,No,No,No,Excellent,,Left
1633476,59,Female,19,Technology,3697,Good,High,Below Aver,0,Yes,8,Bachelor's Degree,Divorced,0,Entry,Large,21.0,No,No,No,Good,,Stayed
16131209,24,Female,10,Education,5553,Good,Very High,Average,3,No,7,PhD,Divorced,0,Mid,Medium,86.0,No,No,Yes,Fair,,Stayed
5177653,46,Male,1,Education,10791,Excellent,High,Average,1,No,75,High School,,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
16764824,53,Male,30,Healthcare,3681,Fair,Very High,Average,0,Yes,75,High School,Married,3,Mid,Large,62.0,No,No,No,Fair,,Stayed
2831931,24,Male,16,Education,8836,Good,High,High,0,Yes,75,Master's Degree,Married,2,Mid,Medium,76.0,No,No,No,Fair,Yes,Stayed
12541302,59,Female,1,Education,8604,Good,High,Low,3,No,39,High School,,2,Mid,Medium,21.0,Yes,No,No,Excellent,,Left
13356682,59,Male,19,Education,4424,Excellent,Medium,Average,0,No,75,PhD,Divorced,3,Mid,Medium,48.0,No,No,No,Good,,Left
13305988,48,Female,17,Healthcare,11223,Poor,High,High,1,No,14,Bachelor's Degree,Divorced,0,Mid,Small,55.0,No,No,Yes,Good,,Left
6988199,59,Female,17,Healthcare,3681,Excellent,High,Low,0,No,75,Master's Degree,Divorced,2,Mid,Medium,93.0,No,No,No,Poor,,Stayed
9066033,45,Female,19,Healthcare,8916,Good,High,Average,1,No,75,Associate Degree,,0,Entry,Medium,65.0,No,No,No,Fair,Yes,Stayed
12899611,59,Female,1,Education,3681,Good,High,Below Aver,2,No,35,High School,Married,1,Entry,Medium,21.0,,No,No,Poor,Yes,Stayed
11555300,24,Female,1,Education,3681,Fair,High,Low,1,No,75,Master's Degree,Married,0,Mid,Medium,93.0,No,No,No,Good,,Stayed
16123809,46,Female,1,Finance,5082,Good,Very High,Low,0,No,5,High School,Married,4,Entry,Medium,37.0,No,No,No,Fair,,Left
6924628,24,Male,36,Education,7415,Fair,Very High,Average,0,Yes,75,High School,Married,4,Mid,Small,53.0,Yes,No,No,Excellent,,Stayed
15868115,55,Male,19,Education,6800,Fair,High,Average,2,Yes,75,Bachelor's Degree,Divorced,0,Mid,Large,75.0,No,No,No,Fair,Yes,Stayed
15099934,59,Female,23,Education,3681,Fair,High,High,0,No,75,Bachelor's Degree,Married,4,Senior,Small,71.0,No,No,No,Fair,,Stayed
9394644,27,Female,6,Education,9435,Good,Very High,Low,2,No,36,High School,Married,0,Entry,Medium,93.0,No,No,No,Good,,Stayed
14162938,47,Male,1,Education,3681,Fair,Medium,Below Aver,0,No,15,Bachelor's Degree,Married,4,Entry,Small,89.0,No,No,No,Fair,,Stayed
12361757,24,Female,1,Education,3681,Poor,High,Low,0,No,75,Bachelor's Degree,Married,3,Mid,Medium,40.0,No,No,No,Excellent,,Stayed
8200459,37,Female,20,Technology,5066,Poor,Very High,High,1,Yes,41,Master's Degree,,0,Mid,Medium,22.0,,No,No,Poor,Yes,Left
7802970,59,Female,1,Education,7387,Poor,Very High,High,0,No,75,Bachelor's Degree,Single,2,Mid,Medium,34.0,No,No,No,Fair,,Stayed
11064858,59,Female,16,Healthcare,3681,Excellent,High,High,0,Yes,75,High School,Married,4,Entry,Medium,21.0,No,No,No,Fair,,Stayed
16243991,59,Male,1,Education,8532,Excellent,High,High,0,No,42,High School,Divorced,0,Mid,Medium,36.0,No,No,No,Good,,Stayed
827822,24,Male,36,Healthcare,8409,Good,High,High,0,No,57,Master's Degree,Married,2,Entry,Medium,62.0,No,No,No,Fair,,Stayed
12067300,41,Male,12,Education,3681,Poor,High,High,1,No,46,High School,Married,0,Entry,Medium,33.0,No,No,No,Excellent,,Stayed
1365739,59,Male,12,Media,6859,Poor,High,High,1,No,75,Bachelor's Degree,,4,Entry,Small,33.0,No,No,No,Fair,,Stayed
7819215,59,Male,22,Education,9047,Excellent,High,Low,0,Yes,29,PhD,Divorced,3,Mid,Small,42.0,,No,Yes,Fair,,Stayed
12338105,36,Female,2,Technology,7476,Fair,High,Average,2,Yes,5,Associate Degree,Divorced,4,Entry,Medium,52.0,No,No,No,Fair,,Stayed
9342658,24,Male,20,Education,4572,Poor,Very High,Below Aver,1,No,17,Associate Degree,Divorced,0,Entry,Medium,53.0,No,No,Yes,Poor,,Stayed
2671607,24,Female,4,Education,3681,Good,High,Low,3,No,5,High School,,3,Mid,Medium,,No,No,Yes,Good,,Left
544581,24,Female,6,Education,3681,Fair,Medium,High,0,Yes,21,High School,Married,4,Mid,Medium,37.0,Yes,No,No,Fair,Yes,Left
2738840,59,Male,24,Technology,3681,Good,Very High,Below Aver,0,Yes,66,High School,Single,1,Entry,Large,21.0,No,No,No,Poor,,Left
1764413,48,Female,30,Healthcare,3681,Fair,Very High,High,1,No,74,Master's Degree,Married,0,Entry,Medium,21.0,No,No,No,Fair,,Stayed
956551,24,Female,1,Healthcare,3681,Excellent,High,High,0,No,75,High School,Married,0,Mid,Large,82.0,Yes,No,No,Fair,,Stayed
6552956,59,Male,1,Finance,10221,Fair,Medium,High,3,Yes,75,Master's Degree,Divorced,1,Senior,Small,21.0,No,No,No,Good,,Left
10586969,41,Male,1,Education,3681,Poor,High,High,0,No,59,High School,Married,2,Entry,Small,93.0,No,No,No,Fair,,Stayed
11322348,54,Male,1,Education,8234,Good,High,Low,2,Yes,73,PhD,Divorced,2,Mid,Medium,47.0,Yes,No,No,Excellent,,Stayed
16598961,57,Male,1,Education,3681,Poor,High,High,0,No,75,High School,Married,0,Entry,Medium,69.0,No,No,No,Fair,,Left
13779264,59,Female,44,Technology,3681,Excellent,Very High,Below Aver,0,Yes,75,Bachelor's Degree,Married,2,Senior,Medium,83.0,No,No,No,Fair,Yes,Stayed
6082529,24,Male,9,Technology,5359,Good,Very High,Average,3,No,72,High School,,0,Mid,Large,,No,No,No,Good,,Stayed
16432146,45,Male,1,Education,10063,Good,High,High,0,No,75,Master's Degree,Married,0,Mid,Large,81.0,No,No,No,Good,Yes,Stayed
828280,59,Female,1,Education,4600,Fair,High,High,1,Yes,75,High School,Married,3,Mid,Small,27.0,No,No,No,Good,,Stayed
8250646,24,Male,1,Education,4257,Poor,High,Below Aver,0,No,75,Bachelor's Degree,Divorced,0,Entry,Medium,93.0,No,No,No,Good,,Left
7566052,54,Female,1,Education,3681,Fair,Very High,High,0,Yes,75,Bachelor's Degree,Single,3,Entry,Medium,21.0,No,No,No,Good,,Stayed
1237863,59,Female,17,Education,3681,Excellent,High,Low,0,No,75,Associate Degree,Married,0,Mid,Large,31.0,Yes,No,No,Fair,,Left
15331822,59,Male,12,Education,11223,Good,Very High,High,2,No,75,High School,Divorced,0,Entry,Large,,No,No,No,Fair,,Left
10612014,57,Male,44,Education,6219,Poor,Very High,High,1,No,75,Master's Degree,Single,0,Mid,Medium,,,No,Yes,Excellent,,Stayed
9738670,59,Female,30,Education,3681,Fair,High,High,0,Yes,21,High School,Married,3,Senior,Medium,93.0,No,No,No,Good,,Stayed
2544559,59,Male,1,Media,4872,Excellent,Very High,Low,0,No,49,High School,Married,0,Mid,Medium,24.0,No,No,No,Fair,,Stayed
13094642,44,Male,1,Education,6370,Good,Very High,Below Aver,1,Yes,60,Master's Degree,Married,0,Entry,Medium,,No,No,No,Excellent,,Stayed
10113708,59,Female,1,Education,3681,Excellent,High,Below Aver,0,No,71,High School,Married,0,Entry,Large,71.0,No,No,No,Fair,,Left
9493653,59,Female,19,Education,4233,Good,High,Below Aver,0,No,15,Master's Degree,Married,0,Mid,Small,74.0,No,No,No,Good,,Stayed
15555402,51,Female,44,Education,3681,Fair,Medium,High,2,No,75,High School,Married,0,Senior,Medium,40.0,No,No,No,Excellent,,Stayed
5909755,39,Female,11,Education,3681,Good,High,High,2,Yes,27,Master's Degree,Single,4,Entry,Medium,93.0,No,No,No,Fair,,Left
5381595,24,Male,9,Healthcare,3681,Good,High,High,2,No,75,High School,Single,2,Mid,Medium,64.0,No,No,No,Excellent,,Stayed
14976751,59,Male,14,Education,8425,Good,Medium,Average,3,No,52,High School,Married,0,Entry,Large,,No,No,No,Fair,Yes,Stayed
5698024,24,Female,1,Media,6894,Fair,High,High,0,No,46,Bachelor's Degree,Married,0,Mid,Medium,,No,No,No,Excellent,,Stayed
10434547,59,Male,11,Media,8343,Good,High,Low,0,No,34,Bachelor's Degree,Married,3,Mid,Medium,48.0,No,No,No,Good,Yes,Left
47127,49,Male,1,Education,3681,Fair,High,High,2,Yes,65,Bachelor's Degree,Married,2,Entry,Medium,34.0,No,No,No,Good,Yes,Stayed
14216090,24,Female,1,Healthcare,3681,Good,High,Low,2,Yes,75,Bachelor's Degree,Married,1,Entry,Medium,46.0,No,No,No,Fair,,Stayed
836997,40,Male,10,Education,5552,Excellent,High,High,0,No,75,Bachelor's Degree,Divorced,3,Entry,Small,,,No,No,Fair,,Stayed
4827533,51,Female,16,Education,6046,Fair,High,High,0,No,12,Bachelor's Degree,Married,2,Senior,Medium,83.0,No,No,No,Poor,,Left
7458193,29,Female,41,Education,3681,Good,High,Average,0,No,51,Master's Degree,Single,2,Mid,Medium,,Yes,No,No,Excellent,Yes,Stayed
11500005,24,Female,1,Education,7053,Fair,High,High,0,No,66,Master's Degree,Divorced,0,Mid,Medium,35.0,Yes,No,No,Fair,,Left
14465851,59,Male,7,Finance,3681,Excellent,High,Low,0,No,41,Master's Degree,Single,0,Mid,Medium,93.0,No,No,No,Fair,,Stayed
7355407,59,Male,1,Education,10830,Poor,Medium,Average,0,No,75,Master's Degree,Married,4,Senior,Medium,,No,No,No,Fair,Yes,Stayed
12782506,37,Male,19,Education,3681,Fair,Very High,Average,0,No,75,Master's Degree,Married,2,Entry,Large,,No,No,No,Good,Yes,Left
9291623,59,Female,18,Healthcare,5318,Poor,High,Low,0,No,75,PhD,Married,0,Entry,Medium,84.0,No,No,No,Fair,,Stayed
14992500,34,Female,24,Healthcare,11223,Fair,High,Low,0,No,75,High School,Divorced,0,Mid,Medium,64.0,No,No,No,Excellent,,Left
11191630,59,Female,44,Healthcare,3681,Good,High,Average,2,No,75,Master's Degree,Married,0,Mid,Medium,86.0,No,No,No,Good,,Stayed
1476281,53,Female,23,Finance,3681,Good,Very High,Low,2,No,73,High School,Married,1,Entry,Medium,41.0,No,No,No,Fair,,Stayed
1310075,24,Female,1,Finance,11223,Excellent,High,High,0,Yes,10,Bachelor's Degree,Married,4,Senior,Medium,21.0,,No,No,Fair,,Left
9671107,59,Male,44,Education,6913,Fair,High,High,3,Yes,75,High School,Married,0,Mid,Medium,51.0,No,No,Yes,Fair,,Stayed
9769661,50,Male,15,Education,3681,Excellent,High,Low,2,No,29,PhD,Married,1,Entry,Medium,,No,No,No,Fair,,Stayed
7183686,59,Male,20,Technology,11223,Good,High,Low,3,No,5,Master's Degree,Divorced,0,Senior,Medium,27.0,No,No,No,Fair,,Stayed
7224060,49,Male,1,Education,3681,Fair,High,High,2,No,75,Associate Degree,Married,4,Mid,Medium,21.0,No,No,Yes,Good,,Left
10997794,51,Male,31,Healthcare,9071,Poor,Very High,Average,0,No,24,High School,Divorced,0,Mid,Medium,48.0,No,No,No,Fair,,Stayed
14166044,24,Male,26,Education,8320,Fair,High,Low,0,No,51,High School,,0,Mid,Small,84.0,No,No,No,Excellent,,Stayed
2138027,36,Male,17,Healthcare,7383,Good,High,High,2,No,10,Master's Degree,Married,0,Mid,Medium,93.0,No,No,No,Excellent,,Left
11130247,50,Female,5,Technology,3681,Excellent,Very High,Low,3,Yes,57,High School,Married,4,Entry,Medium,21.0,No,No,No,Good,,Stayed
13547789,24,Male,22,Education,3681,Fair,High,High,0,No,75,High School,Married,0,Entry,Medium,36.0,No,No,No,Fair,,Stayed
15976246,59,Female,1,Healthcare,3681,Good,Very High,Low,3,No,41,High School,,4,Entry,Medium,23.0,No,No,No,Excellent,,Stayed
9728962,38,Female,29,Healthcare,11223,Fair,High,Average,0,No,75,Associate Degree,Married,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
3161459,29,Male,10,Education,3707,Good,High,Low,0,No,58,High School,Married,0,Entry,Medium,69.0,No,No,No,Poor,,Stayed
9540954,59,Female,14,Education,6225,Fair,Very High,High,2,Yes,5,Bachelor's Degree,Married,4,Mid,Large,88.0,No,No,No,Good,,Left
13869182,24,Male,1,Education,3703,Fair,High,High,0,No,22,Bachelor's Degree,Married,1,Mid,Medium,78.0,No,No,No,Good,,Stayed
7332475,59,Female,1,Education,6794,Fair,High,High,1,No,17,High School,Married,4,Entry,Large,25.0,No,No,No,Fair,Yes,Left
3132452,33,Male,1,Education,10769,Good,Very High,High,0,No,75,Master's Degree,Married,0,Entry,Small,79.0,Yes,No,No,Excellent,,Stayed
14696537,24,Male,19,Education,11223,Fair,High,High,0,Yes,75,High School,Married,0,Mid,Medium,,,No,No,Good,,Left
2653284,27,Female,2,Healthcare,3681,Excellent,High,Low,0,No,75,Associate Degree,Divorced,0,Entry,Small,35.0,,No,No,Fair,,Left
11199361,54,Male,30,Education,8727,Good,High,High,0,No,75,High School,,0,Mid,Large,60.0,,No,No,Fair,,Stayed
9431219,41,Male,1,Education,3681,Fair,High,Average,3,No,75,High School,Divorced,0,Senior,Medium,21.0,No,No,No,Fair,,Left
13313152,59,Female,1,Education,3681,Excellent,Medium,High,0,No,75,Bachelor's Degree,Married,4,Mid,Medium,21.0,No,No,No,Excellent,,Left
7166611,58,Male,4,Healthcare,3681,Excellent,Very High,High,0,Yes,67,High School,Married,0,Entry,Medium,42.0,No,No,No,Fair,,Stayed
4003319,45,Male,1,Healthcare,11223,Excellent,Very High,High,2,Yes,60,High School,Married,2,Mid,Medium,67.0,No,No,No,Fair,Yes,Stayed
648285,24,Female,44,Education,10205,Good,High,Average,1,No,58,Associate Degree,Married,0,Entry,Large,93.0,No,No,No,Excellent,,Stayed
13841786,57,Female,1,Education,4942,Good,Medium,Low,1,No,75,High School,Single,3,Mid,Medium,45.0,No,No,No,Fair,,Left
1675153,47,Female,18,Media,6488,Good,Medium,High,0,No,44,Associate Degree,Single,1,Entry,Small,21.0,Yes,No,No,Good,Yes,Left
7370653,29,Female,8,Education,8222,Good,High,Low,0,No,29,High School,Married,4,Mid,Medium,,No,No,No,Fair,,Left
13639088,32,Female,1,Education,11223,Excellent,High,Below Aver,2,No,75,High School,Married,2,Entry,Large,63.0,,No,Yes,Poor,,Left
15118946,59,Female,1,Healthcare,11223,Excellent,Very High,Low,2,Yes,75,High School,Married,2,Mid,Large,62.0,No,No,No,Fair,,Left
1808281,52,Female,11,Healthcare,3681,Excellent,High,High,2,Yes,75,High School,Married,1,Entry,Small,21.0,,No,No,Poor,,Left
4290463,24,Female,21,Technology,4416,Fair,High,High,0,No,22,PhD,Married,4,Entry,Large,93.0,No,No,No,Good,,Left
12040219,59,Male,12,Healthcare,11223,Poor,High,Low,3,No,12,Bachelor's Degree,Married,4,Mid,Medium,21.0,No,No,No,Poor,Yes,Stayed
1356703,54,Male,7,Education,3681,Excellent,High,Average,0,Yes,75,Bachelor's Degree,Single,3,Mid,Medium,43.0,No,No,No,Good,,Left
8061057,59,Male,1,Education,7202,Fair,Very High,Below Aver,2,No,75,High School,,0,Mid,Small,37.0,No,No,No,Fair,,Stayed
13728885,36,Male,1,Education,8351,Good,Very High,Below Aver,3,Yes,5,Associate Degree,Married,0,Senior,Medium,72.0,No,No,No,Good,,Stayed
6002302,24,Male,12,Finance,3681,Excellent,High,Average,0,No,73,High School,Married,0,Mid,Small,75.0,No,No,No,Fair,,Stayed
15495059,24,Female,10,Healthcare,6067,Fair,High,Low,0,No,5,Bachelor's Degree,Married,4,Entry,Medium,57.0,No,No,No,Good,,Left
11754822,24,Female,8,Healthcare,3681,Fair,Very High,Average,0,Yes,50,Associate Degree,Divorced,1,Mid,Medium,93.0,Yes,No,Yes,Fair,,Left
7891668,38,Female,1,Education,8938,Fair,High,High,0,No,66,High School,Divorced,4,Entry,Medium,76.0,No,No,No,Good,,Stayed
2064404,43,Male,20,Education,3681,Excellent,Medium,Average,0,No,5,Bachelor's Degree,,1,Entry,Medium,58.0,No,No,No,Good,,Stayed
1478687,24,Male,1,Healthcare,3681,Fair,High,High,1,Yes,75,Associate Degree,Divorced,2,Mid,Small,35.0,No,No,No,Good,,Stayed
4560094,59,Female,1,Media,4289,Good,Medium,Average,0,No,37,High School,Divorced,4,Mid,Medium,93.0,,No,No,Excellent,,Stayed
8057096,31,Female,1,Education,7480,Fair,High,Below Aver,2,Yes,17,High School,Married,4,Senior,Small,45.0,No,No,No,Good,,Stayed
8830363,24,Male,36,Education,3681,Good,High,Average,0,No,75,PhD,Married,4,Entry,Medium,21.0,,No,Yes,Fair,,Stayed
10668389,34,Female,8,Healthcare,3681,Fair,Medium,Average,0,Yes,75,High School,Married,4,Mid,Medium,64.0,Yes,No,No,Fair,,Left
2334759,37,Female,1,Education,11223,Fair,Medium,Low,3,No,75,High School,Married,0,Mid,Medium,21.0,Yes,No,No,Excellent,,Left
8464652,24,Male,20,Media,7786,Fair,Very High,High,1,No,5,Master's Degree,Divorced,0,Mid,Small,46.0,No,No,No,Good,,Stayed
15062631,47,Female,1,Education,4268,Good,High,Below Aver,3,No,73,High School,Married,0,Entry,Medium,38.0,No,No,No,Good,,Stayed
13909486,40,Male,1,Education,11086,Fair,High,Average,0,No,48,High School,Single,0,Entry,Medium,21.0,No,No,No,Fair,,Stayed
211977,40,Female,1,Education,3681,Good,High,Average,0,No,53,High School,Married,2,Mid,Medium,93.0,No,No,No,Good,,Stayed
14278978,24,Female,1,Education,6007,Poor,Very High,Below Aver,1,No,52,High School,Married,0,Entry,Small,21.0,No,No,Yes,Fair,,Stayed
5355694,43,Male,22,Education,3681,Fair,High,Below Aver,2,No,30,PhD,Married,1,Entry,Medium,27.0,,No,No,Fair,,Stayed
8851460,53,Male,11,Media,11223,Poor,High,High,0,No,38,High School,Married,4,Senior,Small,63.0,No,No,No,Fair,,Stayed
5342530,24,Male,1,Media,3681,Good,High,Low,3,No,71,PhD,Divorced,3,Senior,Medium,48.0,No,No,No,Excellent,,Left
8152012,42,Male,1,Finance,11223,Excellent,Medium,High,2,No,75,High School,Married,4,Mid,Small,93.0,No,No,No,Good,,Stayed
8736553,47,Female,17,Education,3681,Good,High,High,2,Yes,50,PhD,Divorced,0,Mid,Medium,37.0,No,No,No,Fair,,Stayed
10754679,27,Female,4,Education,5241,Good,Very High,High,3,Yes,75,High School,Divorced,1,Entry,Small,21.0,No,No,Yes,Fair,Yes,Stayed
16656752,59,Male,1,Education,3681,Excellent,High,Average,3,No,5,High School,Divorced,2,Mid,Small,30.0,No,No,No,Fair,,Stayed
9831201,59,Male,12,Education,7799,Poor,High,High,2,Yes,75,High School,Married,1,Senior,Medium,93.0,No,No,No,Fair,,Stayed
442166,50,Male,25,Education,3681,Poor,Medium,Low,3,No,75,Associate Degree,Divorced,4,Senior,Small,51.0,No,No,No,Good,,Left
11805475,42,Male,1,Education,7731,Poor,Medium,Average,0,Yes,75,High School,,4,Mid,Medium,,No,No,No,Fair,,Stayed
16403433,39,Female,1,Education,10137,Good,Medium,Average,0,No,65,High School,Married,0,Mid,Medium,23.0,No,No,No,Fair,,Stayed
9960095,24,Female,27,Finance,11223,Poor,High,Low,1,Yes,75,Associate Degree,Married,0,Senior,Medium,71.0,No,No,No,Excellent,,Stayed
15626375,59,Male,16,Education,3681,Poor,Medium,High,0,No,75,PhD,,0,Mid,Medium,29.0,Yes,No,No,Good,,Stayed
10336291,33,Female,6,Media,3681,Poor,High,Low,2,Yes,73,High School,Single,0,Mid,Medium,21.0,No,No,No,Fair,,Left
3332184,24,Female,25,Media,3681,Fair,Very High,Low,2,No,41,High School,Married,3,Mid,Medium,21.0,No,No,No,Good,,Left
